CustomerID,CustomerCity,CustomerState,CustomerCountry,CustomerSegment,CustomerZipcode
5474,Fond Du Lac,WI,EE. UU.,Consumer,54935
474,Philadelphia,PA,EE. UU.,Consumer,19139
12255,Ontario,CA,EE. UU.,Consumer,91764
10288,Oviedo,FL,EE. UU.,Consumer,32765
4717,Buffalo,NY,EE. UU.,Consumer,14221
4799,Honolulu,HI,EE. UU.,Consumer,96822
4533,Oceanside,CA,EE. UU.,Consumer,92056
12383,North Tonawanda,NY,EE. UU.,Consumer,14120
3518,Clovis,CA,EE. UU.,Consumer,93611
4674,Jamaica,NY,EE. UU.,Consumer,11434
8519,Granite City,IL,EE. UU.,Consumer,62040
5302,Medford,MA,EE. UU.,Consumer,2155
3594,Pomona,CA,EE. UU.,Consumer,91766
9890,Tempe,AZ,EE. UU.,Consumer,85281
1410,Santa Ana,CA,EE. UU.,Consumer,92703
7521,York,PA,EE. UU.,Consumer,17402
2106,Aurora,CO,EE. UU.,Consumer,80010
8144,Simi Valley,CA,EE. UU.,Consumer,93065
5643,Silver Spring,MD,EE. UU.,Consumer,20904
2041,Saint Paul,MN,EE. UU.,Consumer,55124
7537,San Antonio,TX,EE. UU.,Consumer,78201
3056,Philadelphia,PA,EE. UU.,Consumer,19143
7967,Philadelphia,PA,EE. UU.,Consumer,19149
1758,Bronx,NY,EE. UU.,Consumer,10466
7884,Greenville,NC,EE. UU.,Corporate,27858
289,Morristown,NJ,EE. UU.,Corporate,7960
10081,San Diego,CA,EE. UU.,Corporate,92115
1169,Oxnard,CA,EE. UU.,Corporate,93030
1182,Miami,FL,EE. UU.,Corporate,33147
717,Albuquerque,NM,EE. UU.,Corporate,87111
20423,Amarillo,TX,EE. UU.,Corporate,79109
5801,Lutz,FL,EE. UU.,Corporate,33549
702,Bend,OR,EE. UU.,Corporate,97701
6951,East Brunswick,NJ,EE. UU.,Corporate,8816
6780,Lancaster,SC,EE. UU.,Corporate,29720
6422,Ontario,CA,EE. UU.,Corporate,91762
5384,Houston,TX,EE. UU.,Corporate,77015
2985,Hampton,VA,EE. UU.,Corporate,23666
18349,New York,NY,EE. UU.,Corporate,10016
11286,Porterville,CA,EE. UU.,Corporate,93257
489,Portland,OR,EE. UU.,Corporate,97223
4510,Strongsville,OH,EE. UU.,Corporate,44136
9626,El Paso,TX,EE. UU.,Corporate,79927
9494,Del Rio,TX,EE. UU.,Corporate,78840
1718,Buffalo,NY,EE. UU.,Corporate,14221
5295,Bountiful,UT,EE. UU.,Corporate,84010
3984,Kent,WA,EE. UU.,Corporate,98031
5270,Chicago,IL,EE. UU.,Corporate,60620
10966,Plymouth,MA,EE. UU.,Corporate,2360
1868,Far Rockaway,NY,EE. UU.,Corporate,11691
17446,Houston,TX,EE. UU.,Corporate,77088
10071,Philadelphia,PA,EE. UU.,Corporate,19124
1271,Simi Valley,CA,EE. UU.,Corporate,93065
11930,Detroit,MI,EE. UU.,Corporate,48227
20529,Garden Grove,CA,EE. UU.,Corporate,92840
8358,San Diego,CA,EE. UU.,Corporate,92105
7705,Chicago,IL,EE. UU.,Corporate,60609
17392,Placentia,CA,EE. UU.,Corporate,92870
18276,San Jose,CA,EE. UU.,Corporate,95148
7795,Honolulu,HI,EE. UU.,Corporate,96822
20655,Mentor,OH,EE. UU.,Corporate,44060
2454,Santa Clara,CA,EE. UU.,Corporate,95051
150,Union,NJ,EE. UU.,Corporate,7083
10671,Long Beach,CA,EE. UU.,Corporate,90805
11924,Westminster,CA,EE. UU.,Corporate,92683
16086,Pompano Beach,FL,EE. UU.,Corporate,33068
4398,Azusa,CA,EE. UU.,Consumer,91702
5687,Fort Lauderdale,FL,EE. UU.,Consumer,33324
8534,San Antonio,TX,EE. UU.,Consumer,78201
3372,Princeton,NJ,EE. UU.,Consumer,8540
10927,Perth Amboy,NJ,EE. UU.,Consumer,8861
3597,Miami,FL,EE. UU.,Consumer,33162
2052,Loveland,OH,EE. UU.,Consumer,45140
4399,Virginia Beach,VA,EE. UU.,Consumer,23455
185,Louisville,KY,EE. UU.,Consumer,40214
3441,Lockport,NY,EE. UU.,Consumer,14094
11947,Chicago,IL,EE. UU.,Consumer,60608
1555,Staten Island,NY,EE. UU.,Consumer,10314
9399,Tucson,AZ,EE. UU.,Consumer,85719
2792,Plymouth,MA,EE. UU.,Consumer,2360
10118,Cleveland,OH,EE. UU.,Consumer,44120
8544,Bronx,NY,EE. UU.,Consumer,10458
4296,Webster,NY,EE. UU.,Consumer,14580
4391,Stockton,CA,EE. UU.,Consumer,95207
2882,Amarillo,TX,EE. UU.,Consumer,79109
3283,Martinsburg,WV,EE. UU.,Consumer,25401
397,Cumberland,MD,EE. UU.,Consumer,21502
4104,Pekin,IL,EE. UU.,Consumer,61554
12214,Tallahassee,FL,EE. UU.,Consumer,32308
10699,Jacksonville,FL,EE. UU.,Consumer,32225
2091,Woonsocket,RI,EE. UU.,Consumer,2895
10474,Stockton,CA,EE. UU.,Consumer,95206
7504,Lithonia,GA,EE. UU.,Consumer,30058
7518,Oak Lawn,IL,EE. UU.,Consumer,60453
1738,Detroit,MI,EE. UU.,Consumer,48213
1622,Alhambra,CA,EE. UU.,Consumer,91801
1325,New Haven,CT,EE. UU.,Consumer,6511
5505,North Tonawanda,NY,EE. UU.,Consumer,14120
4210,Phoenix,AZ,EE. UU.,Consumer,85029
11229,Kenner,LA,EE. UU.,Consumer,70065
9385,Washington,PA,EE. UU.,Consumer,15301
900,Holland,MI,EE. UU.,Consumer,49423
6217,Morrisville,PA,EE. UU.,Consumer,19067
9466,Memphis,TN,EE. UU.,Consumer,38128
4596,Federal Way,WA,EE. UU.,Consumer,98023
5206,San Diego,CA,EE. UU.,Consumer,92113
2823,Chicago,IL,EE. UU.,Consumer,60626
10408,Los Angeles,CA,EE. UU.,Consumer,90027
11011,Bronx,NY,EE. UU.,Consumer,10457
40,Long Beach,CA,EE. UU.,Consumer,90805
11636,Chicago,IL,EE. UU.,Consumer,60637
7454,West Covina,CA,EE. UU.,Corporate,91790
5138,Ventura,CA,EE. UU.,Corporate,93003
8696,Washington,DC,EE. UU.,Corporate,20009
2329,Valrico,FL,EE. UU.,Corporate,33594
12431,Kaneohe,HI,EE. UU.,Corporate,96744
10860,Ventura,CA,EE. UU.,Corporate,93003
12094,Brooklyn,NY,EE. UU.,Corporate,11218
5088,Oceanside,CA,EE. UU.,Corporate,92057
2200,Fort Worth,TX,EE. UU.,Corporate,76116
3997,Brooklyn,NY,EE. UU.,Corporate,11218
8746,Cleveland,OH,EE. UU.,Corporate,44120
3687,Philadelphia,PA,EE. UU.,Corporate,19145
9162,Lodi,CA,EE. UU.,Corporate,95240
8993,Bakersfield,CA,EE. UU.,Corporate,93308
5875,Philadelphia,PA,EE. UU.,Corporate,19143
2502,Long Beach,CA,EE. UU.,Corporate,90813
9563,San Jose,CA,EE. UU.,Corporate,95122
7259,Murfreesboro,TN,EE. UU.,Corporate,37130
3131,Carlsbad,CA,EE. UU.,Corporate,92009
4140,Hamilton,OH,EE. UU.,Corporate,45011
4539,Houston,TX,EE. UU.,Corporate,77083
6071,New York,NY,EE. UU.,Corporate,10031
8730,Hayward,CA,EE. UU.,Corporate,94541
9634,Bridgeton,NJ,EE. UU.,Corporate,8302
8010,Martinsburg,WV,EE. UU.,Corporate,25401
3484,Bay Shore,NY,EE. UU.,Corporate,11706
7307,Palatine,IL,EE. UU.,Corporate,60067
1975,Smyrna,GA,EE. UU.,Corporate,30080
629,Van Nuys,CA,EE. UU.,Corporate,91406
11753,Opa Locka,FL,EE. UU.,Corporate,33055
5375,Los Angeles,CA,EE. UU.,Corporate,90046
1695,Saint Paul,MN,EE. UU.,Corporate,55106
9884,Edison,NJ,EE. UU.,Corporate,8817
8498,Baytown,TX,EE. UU.,Corporate,77520
7534,Sylmar,CA,EE. UU.,Corporate,91342
123,Bend,OR,EE. UU.,Corporate,97701
8925,Opa Locka,FL,EE. UU.,Corporate,33055
5981,Burnsville,MN,EE. UU.,Corporate,55337
7347,Huntington Station,NY,EE. UU.,Corporate,11746
19445,Caguas,PR,Puerto Rico,Corporate,725
19444,Sunnyvale,CA,EE. UU.,Corporate,94087
19443,Sugar Land,TX,EE. UU.,Corporate,77478
19442,Caguas,PR,Puerto Rico,Corporate,725
19441,Brighton,MA,EE. UU.,Corporate,2135
19440,Caguas,PR,Puerto Rico,Corporate,725
19439,Garden Grove,CA,EE. UU.,Corporate,92840
19438,Caguas,PR,Puerto Rico,Home Office,725
19437,Bismarck,ND,EE. UU.,Corporate,58501
19436,Caguas,PR,Puerto Rico,Home Office,725
19435,Gaithersburg,MD,EE. UU.,Consumer,20878
19434,Caguas,PR,Puerto Rico,Corporate,725
19433,Bismarck,ND,EE. UU.,Corporate,58501
19432,Honolulu,HI,EE. UU.,Corporate,96817
19431,Lilburn,GA,EE. UU.,Corporate,30047
19430,Caguas,PR,Puerto Rico,Corporate,725
19429,Virginia Beach,VA,EE. UU.,Consumer,23455
19428,Azusa,CA,EE. UU.,Consumer,91702
19427,Long Beach,CA,EE. UU.,Corporate,90813
19426,Bronx,NY,EE. UU.,Consumer,10458
19425,Caguas,PR,Puerto Rico,Consumer,725
19424,Provo,UT,EE. UU.,Consumer,84604
19423,Columbia,TN,EE. UU.,Consumer,38401
19422,Caguas,PR,Puerto Rico,Consumer,725
19421,Stockton,CA,EE. UU.,Consumer,95207
19420,Marietta,GA,EE. UU.,Home Office,30062
19419,Caguas,PR,Puerto Rico,Home Office,725
19418,Holland,MI,EE. UU.,Consumer,49423
19417,Rio Grande,PR,Puerto Rico,Home Office,745
19416,Brooklyn,NY,EE. UU.,Home Office,11212
19415,Caguas,PR,Puerto Rico,Consumer,725
19414,Denver,CO,EE. UU.,Corporate,80219
19413,Taylor,MI,EE. UU.,Corporate,48180
19412,Caguas,PR,Puerto Rico,Corporate,725
19411,Chicago,IL,EE. UU.,Corporate,60637
19410,Caguas,PR,Puerto Rico,Corporate,725
19409,Detroit,MI,EE. UU.,Corporate,48205
19408,Caguas,PR,Puerto Rico,Consumer,725
19407,Murfreesboro,TN,EE. UU.,Consumer,37130
19406,Caguas,PR,Puerto Rico,Consumer,725
19405,Cleveland,OH,EE. UU.,Corporate,44102
19404,Caguas,PR,Puerto Rico,Consumer,725
19403,Lockport,NY,EE. UU.,Corporate,14094
19402,Caguas,PR,Puerto Rico,Corporate,725
19401,Saint Charles,MO,EE. UU.,Corporate,63301
19400,Los Angeles,CA,EE. UU.,Corporate,90046
19399,Cupertino,CA,EE. UU.,Home Office,95014
19398,Caguas,PR,Puerto Rico,Home Office,725
19397,Springfield,MO,EE. UU.,Home Office,65807
19396,Caguas,PR,Puerto Rico,Home Office,725
19395,Mission Viejo,CA,EE. UU.,Home Office,92692
19394,Los Angeles,CA,EE. UU.,Home Office,90042
19393,Caguas,PR,Puerto Rico,Home Office,725
19392,Roswell,GA,EE. UU.,Home Office,30075
19391,Caguas,PR,Puerto Rico,Corporate,725
19390,Ypsilanti,MI,EE. UU.,Home Office,48197
19389,Brooklyn,NY,EE. UU.,Corporate,11218
19388,Caguas,PR,Puerto Rico,Corporate,725
19387,Peoria,AZ,EE. UU.,Corporate,85345
19386,Caguas,PR,Puerto Rico,Corporate,725
19385,Garden Grove,CA,EE. UU.,Corporate,92843
19384,Caguas,PR,Puerto Rico,Home Office,725
19383,Clementon,NJ,EE. UU.,Corporate,8021
19382,Memphis,TN,EE. UU.,Corporate,38127
19381,Antioch,TN,EE. UU.,Consumer,37013
19380,Caguas,PR,Puerto Rico,Consumer,725
19379,Salt Lake City,UT,EE. UU.,Home Office,84118
19378,Caguas,PR,Puerto Rico,Consumer,725
19377,Bakersfield,CA,EE. UU.,Consumer,93304
19376,Caguas,PR,Puerto Rico,Corporate,725
19375,Granada Hills,CA,EE. UU.,Consumer,91344
19374,Caguas,PR,Puerto Rico,Consumer,725
19373,Tallahassee,FL,EE. UU.,Home Office,32308
19372,Caguas,PR,Puerto Rico,Home Office,725
19371,Hempstead,NY,EE. UU.,Home Office,11550
19370,Caguas,PR,Puerto Rico,Corporate,725
19369,Astoria,NY,EE. UU.,Corporate,11103
19368,Gilroy,CA,EE. UU.,Consumer,95020
19367,Caguas,PR,Puerto Rico,Consumer,725
19366,Azusa,CA,EE. UU.,Consumer,91702
19365,Caguas,PR,Puerto Rico,Consumer,725
19364,Lenoir,NC,EE. UU.,Consumer,28645
19363,Columbus,OH,EE. UU.,Consumer,43228
19362,Albany,OR,EE. UU.,Consumer,97321
19361,Humacao,PR,Puerto Rico,Consumer,791
19360,Caguas,PR,Puerto Rico,Corporate,725
19359,Lindenhurst,NY,EE. UU.,Corporate,11757
19358,Elyria,OH,EE. UU.,Corporate,44035
19357,Caguas,PR,Puerto Rico,Corporate,725
19356,Riverside,CA,EE. UU.,Consumer,92504
19355,Caguas,PR,Puerto Rico,Corporate,725
19354,Carson,CA,EE. UU.,Home Office,90745
19353,Mesa,AZ,EE. UU.,Consumer,85204
19352,Caguas,PR,Puerto Rico,Home Office,725
19351,Honolulu,HI,EE. UU.,Home Office,96818
19350,Caguas,PR,Puerto Rico,Consumer,725
12069,Caguas,PR,Puerto Rico,Home Office,725
9597,Caguas,PR,Puerto Rico,Home Office,725
9467,Caguas,PR,Puerto Rico,Home Office,725
2546,Caguas,PR,Puerto Rico,Home Office,725
2240,Caguas,PR,Puerto Rico,Home Office,725
11650,Caguas,PR,Puerto Rico,Home Office,725
10368,Caguas,PR,Puerto Rico,Home Office,725
6489,Caguas,PR,Puerto Rico,Home Office,725
10533,Caguas,PR,Puerto Rico,Home Office,725
11292,Caguas,PR,Puerto Rico,Home Office,725
47,Caguas,PR,Puerto Rico,Home Office,725
6405,Caguas,PR,Puerto Rico,Home Office,725
2426,Caguas,PR,Puerto Rico,Home Office,725
8133,Caguas,PR,Puerto Rico,Home Office,725
1429,Caguas,PR,Puerto Rico,Home Office,725
9120,Caguas,PR,Puerto Rico,Home Office,725
12221,Caguas,PR,Puerto Rico,Home Office,725
9415,Caguas,PR,Puerto Rico,Home Office,725
724,Caguas,PR,Puerto Rico,Home Office,725
8897,Caguas,PR,Puerto Rico,Home Office,725
7112,Caguas,PR,Puerto Rico,Home Office,725
1086,Caguas,PR,Puerto Rico,Home Office,725
2916,Caguas,PR,Puerto Rico,Home Office,725
11339,Caguas,PR,Puerto Rico,Home Office,725
10166,Caguas,PR,Puerto Rico,Home Office,725
3091,Caguas,PR,Puerto Rico,Home Office,725
1070,Caguas,PR,Puerto Rico,Home Office,725
6871,Caguas,PR,Puerto Rico,Home Office,725
2339,Caguas,PR,Puerto Rico,Home Office,725
4232,Caguas,PR,Puerto Rico,Home Office,725
8986,Caguas,PR,Puerto Rico,Home Office,725
6491,Caguas,PR,Puerto Rico,Home Office,725
5564,Caguas,PR,Puerto Rico,Home Office,725
7955,Caguas,PR,Puerto Rico,Home Office,725
5728,Caguas,PR,Puerto Rico,Home Office,725
9704,Caguas,PR,Puerto Rico,Home Office,725
8485,Caguas,PR,Puerto Rico,Home Office,725
11216,Caguas,PR,Puerto Rico,Home Office,725
12160,Caguas,PR,Puerto Rico,Home Office,725
6352,Caguas,PR,Puerto Rico,Home Office,725
5870,Caguas,PR,Puerto Rico,Home Office,725
11776,Caguas,PR,Puerto Rico,Home Office,725
7060,Caguas,PR,Puerto Rico,Home Office,725
3466,Caguas,PR,Puerto Rico,Home Office,725
1834,Caguas,PR,Puerto Rico,Home Office,725
2439,Caguas,PR,Puerto Rico,Home Office,725
6416,Caguas,PR,Puerto Rico,Home Office,725
6310,Caguas,PR,Puerto Rico,Home Office,725
9029,Caguas,PR,Puerto Rico,Home Office,725
295,Caguas,PR,Puerto Rico,Home Office,725
9011,Caguas,PR,Puerto Rico,Home Office,725
1577,Caguas,PR,Puerto Rico,Home Office,725
1568,Caguas,PR,Puerto Rico,Home Office,725
9047,Caguas,PR,Puerto Rico,Home Office,725
7603,Caguas,PR,Puerto Rico,Home Office,725
6746,Caguas,PR,Puerto Rico,Home Office,725
1566,Caguas,PR,Puerto Rico,Consumer,725
2918,Caguas,PR,Puerto Rico,Consumer,725
1491,Caguas,PR,Puerto Rico,Consumer,725
14915,Caguas,PR,Puerto Rico,Consumer,725
9619,Caguas,PR,Puerto Rico,Consumer,725
2363,Caguas,PR,Puerto Rico,Consumer,725
5898,Caguas,PR,Puerto Rico,Consumer,725
1948,Caguas,PR,Puerto Rico,Consumer,725
1820,Caguas,PR,Puerto Rico,Consumer,725
14770,Caguas,PR,Puerto Rico,Consumer,725
1962,Caguas,PR,Puerto Rico,Consumer,725
7175,Caguas,PR,Puerto Rico,Consumer,725
1222,Caguas,PR,Puerto Rico,Consumer,725
487,Caguas,PR,Puerto Rico,Consumer,725
2217,Caguas,PR,Puerto Rico,Consumer,725
14824,Caguas,PR,Puerto Rico,Consumer,725
2078,San Juan,PR,Puerto Rico,Consumer,921
10497,Caguas,PR,Puerto Rico,Consumer,725
4695,Caguas,PR,Puerto Rico,Consumer,725
9857,Caguas,PR,Puerto Rico,Consumer,725
2168,Caguas,PR,Puerto Rico,Consumer,725
4078,Caguas,PR,Puerto Rico,Consumer,725
11887,Caguas,PR,Puerto Rico,Consumer,725
6588,Caguas,PR,Puerto Rico,Consumer,725
7167,Caguas,PR,Puerto Rico,Consumer,725
1459,Caguas,PR,Puerto Rico,Consumer,725
548,Caguas,PR,Puerto Rico,Consumer,725
5224,Caguas,PR,Puerto Rico,Consumer,725
2686,Caguas,PR,Puerto Rico,Consumer,725
468,Caguas,PR,Puerto Rico,Consumer,725
1260,Caguas,PR,Puerto Rico,Consumer,725
3050,Caguas,PR,Puerto Rico,Consumer,725
10308,Caguas,PR,Puerto Rico,Consumer,725
387,Caguas,PR,Puerto Rico,Consumer,725
2270,Caguas,PR,Puerto Rico,Consumer,725
482,Caguas,PR,Puerto Rico,Consumer,725
1956,Caguas,PR,Puerto Rico,Consumer,725
7466,Caguas,PR,Puerto Rico,Consumer,725
